,Ticket,Problem_Abstract,Ticket_Type,Team,Ticket_Opened_Date,Ticket_Closed
3707,310807695,Voyence xxxxxxx:8880/voyence Error in 192 DOW devices ,User,INCM (Voyence) - Other,6/13/2022 15:50,6/14/2022 1:01
3708,310807802,User Access Request ,User,ACTION Integrated Look Up,6/13/2022 15:55,7/1/2022 22:45
3710,310812531,TACACS support to manage a WLAN device for WPP/Kyndryl  using GTAC,User,GTAC - Other,6/13/2022 18:13,6/17/2022 0:23
3711,310813951,Manual Remove from Power BI ,User,Global Delivery Data & Analytics,6/13/2022 18:56,6/15/2022 19:34
3712,310815764,unable to authenticate to IPTRC CCE devices ,User,GTAC - Other,6/13/2022 19:57,6/13/2022 23:22
3713,310817834,Creating a ticket in UD yjl actually creates the ticket in wjl which messes up all the API calls thru the API gateway,User,Unified Desktop (UD),6/13/2022 21:00,6/14/2022 0:17
3714,310821563,Attn: Mohan - Data missing for customer InsightsData not updated in Customer insight sample details.  Please assist with determining what is cause this to occur. ,User,Global Delivery Data & Analytics,6/13/2022 23:04,6/15/2022 14:32
3715,310827710,Schedule Maintenance windows ,User,Home Grown Phone Home Server (HGPHS),6/14/2022 3:46,6/18/2022 8:52
3716,310832130,Request support for migration to BSO Radius v3 - eCEP 461848 - HK Firewall,User,IBM BSO RADIUS,6/14/2022 7:58,6/29/2022 5:59
3717,310836587,GTAC Password Policies report  ,User,GTAC,6/14/2022 10:44,6/14/2022 11:01
3718,310837055,Kyndryl ISE Devices Add,User,CISCO ISE - Network Device Update/Add/Delete,6/14/2022 11:13,6/14/2022 12:51
3719,310837077,New Scrubbing Report Not Refreshing,User,BRAIN Web Site,6/14/2022 11:16,6/22/2022 21:35
3720,310837147,No auto-detect ticket for CNCAZFGUA0010R,User,SMARTS/GFP_CPE,6/14/2022 11:22,6/14/2022 14:03
3721,310837237,Request for update DATA Cube - Database: BRAIN SA Automation,User,BRAIN Web Site,6/14/2022 11:27,6/22/2022 21:31
3722,310837270,Kyndryl ISE Devices Add ,User,CISCO ISE - Network Device Update/Add/Delete,6/14/2022 11:31,6/14/2022 12:53
3724,310838885,not able to submit IBM IGA access request. ,User,"GTAC - Account issues, password change",6/14/2022 13:19,6/15/2022 9:03
3725,310840519,No Alerts on RLPV13023 Server for 5 hours now. Could you confirm everything is working fine?,User,SMARTS/GFP_CPE,6/14/2022 14:39,7/5/2022 21:13
3726,310840539,Question for User access to have Path Calculation rights & Live Built in Qapps,User,NETBRAIN,6/14/2022 14:43,8/28/2022 21:32
3728,310844369,Remove Domain Membership ,User,GTAC,6/14/2022 16:35,6/14/2022 21:40
3729,310847286,"Attn: Mohan  - Change to FFLOW needed to populate the ""ADVF Order Status"" ",User,Global Delivery Data & Analytics,6/14/2022 17:50,7/12/2022 16:44
3730,310849164,POKA-RA-BW01 restart after 6PM EST ,User,Cisco ISE,6/14/2022 18:43,6/15/2022 0:33
3731,310850232,Attn:  Thomas Johnson - add field:  Move OS Assign to FFLOW 237,User,Service Assurance Data & Analytics,6/14/2022 19:17,6/23/2022 20:29
3732,310851952,Please add me as a network approver.,User,GTAC - Other,6/14/2022 20:09,6/14/2022 20:50
3733,310852263,Attn: Mohan - FFLOW Record will not close:  Request #: 19609885,User,Global Delivery Data & Analytics,6/14/2022 20:18,6/14/2022 22:54
3736,310854531,"I have issue with submitting new  Domain Group Access Request. It doesn't allow me to submit request and it looks like there was already request submitted, but not approved. And now I am not able to submit new request and my approver doesn't see any reque",User,"GTAC - Account issues, password change",6/14/2022 21:27,6/27/2022 15:09
3737,310856404,PHS application not responding to D2EMUXs trying to ZTP(Phone Home).   ,User,Home Grown Phone Home Server (HGPHS),6/14/2022 22:14,6/15/2022 20:24
3738,310856460,Attn: Mohan - Update Verbiage on automated TPLs in FFLOW,User,Global Delivery Data & Analytics,6/14/2022 22:16,6/21/2022 20:04
3739,310856521,PowerBi - Add GK Cycle Time Calculations,User,Global Delivery Data & Analytics,6/14/2022 22:20,7/12/2022 16:37
3740,310856687,GESS team to perform pre and post checks on the USTO ISE PSN appliances as a part of the 07/02/22 refresh activities associated with usto38dc-srvdist1-sw/usto38dc-srvdist2-sw ,User,CISCO ISE - Network Device Update/Add/Delete,6/14/2022 22:23,7/3/2022 3:21
3741,310865210,Poller is not able to resolve the host name ,User,SMARTS/GFP_CPE,6/15/2022 5:22,6/18/2022 8:50
3742,310866709,"My default role is coming as CKT_SRCH , I am unable to search run webcheck using ISR , kindly correct it to DTAC profile ",User,DTAC/DSG Webcheck,6/15/2022 7:15,6/21/2022 7:06
3743,310869061,Reports for QEV ,User,GTAC - Other,6/15/2022 8:59,6/17/2022 9:13
3744,310870245,"Hello Team,GTAC Password  is not working some times for campbell soup account and some time it works , like it changes minute to minute. please look in to this issue ASAP. all the employees supporting campbells network impacted due to this issue.Sample ",User,GTAC - Other,6/15/2022 10:06,6/29/2022 4:05
3745,310872822,customer question for SDWAN with VMware on automated alerts  ,User,GESS SDWAN Support,6/15/2022 12:59,6/21/2022 9:40
3746,310873115,"the view shows utilization around 128% but when pulling graph , it is getting limited to 100% and not showing actual graph when it is peaking. Sample devices are FRIACKLLEFR01PCCE01 & PTIACKLISPT01PCCE02 xxxxxxx ",User,VitalNet Problems or Errors,6/15/2022 13:15,6/15/2022 14:22
3747,310873655,Set Cisco ISE events back  to port 514 / syslog  for QRadar,User,Cisco ISE,6/15/2022 13:51,7/19/2022 17:11
3748,310873703,Smart showing DSP card on Cisco router in Critical status although real status is OK ,User,SMARTS/GFP_CPE,6/15/2022 13:56,6/27/2022 16:12
3749,310873776,cannot get into site xxxxxxx/   requested access  ,User,"GTAC - Account issues, password change",6/15/2022 14:02,6/15/2022 14:36
3750,310876760,I am able to change the password but its reflecting in backedI am able to change the password but its reflecting in backed ,User,"GTAC - Account issues, password change",6/15/2022 15:47,6/15/2022 16:05
3751,310877877,verify ACTION backend processing is turned on and working on poller sngnm401,User,SMARTS/GFP_CPE,6/15/2022 16:21,6/20/2022 16:44
3752,310877950,We don't seem to be getting tickets on FM6 instance.. please ensure that it is up on alpovo23,User,SMARTS/GFP_CPE,6/15/2022 16:24,6/16/2022 21:14
3754,310879374,Kyndryl ISE Devices Add,User,CISCO ISE - Network Device Update/Add/Delete,6/15/2022 17:04,6/21/2022 18:17
3755,310879415,Unable to access Voice devices ,User,GTAC,6/15/2022 17:06,6/15/2022 17:56
3756,310879813,I need the keys for Radius Server,User,CISCO ISE - Network Device Update/Add/Delete,6/15/2022 17:15,6/16/2022 22:35
3757,310879950,snmptraps to rlpv12843 ,User,SMARTS/GFP_CPE,6/15/2022 17:19,6/21/2022 18:18
3758,310880211,mistake in report: xxxxxxx/BVoIP/Metrics_Results/BVOIP_Metrics_Scorecard_Details_WTD.xlsx (WIP tab),User,Global Delivery Data & Analytics,6/15/2022 17:25,6/17/2022 20:27
3759,310887563,Unable to open Action Turnover V3,User,ACTION Integrated Look Up,6/15/2022 20:46,6/15/2022 21:52
3760,310888227,Eli Lilly - Shanghai ISE Cert Install,User,Cisco ISE - Other,6/15/2022 21:09,6/16/2022 20:56
3761,310888500,Issue with WAP uswokastcmn01ap052 MAC address 4c710d8ccf4,User,Cisco ISE,6/15/2022 21:22,7/6/2022 22:24
3762,310907410,Kyndryl ISE Devices Add,User,CISCO ISE - Network Device Update/Add/Delete,6/16/2022 10:57,6/16/2022 17:04
3763,310907951,Please help with uploading IOS code through tftp to device,User,SMARTS/GFP_CPE,6/16/2022 11:09,8/8/2022 10:50
3764,310908187,Add the below device to Kyndryl ISE Servers ,User,CISCO ISE - Network Device Update/Add/Delete,6/16/2022 11:17,6/16/2022 17:04
3765,310908643,WK NAC admin users need access to ISE to manage WK NAC ,User,Cisco ISE,6/16/2022 11:38,7/4/2022 9:19
3766,310908832,From poller rlpv12009 and rlpv12021  unable to ping APIN-L3O-A2HX-R1A-KYN and APIN-L3O-A2HX-R1B-KYN .. Only managment issue no customer traffic is effected  ,User,SMARTS/GFP_CPE,6/16/2022 11:48,6/28/2022 13:17
3769,310909222,GTAC  Domain Audit Report - request ,User,GTAC,6/16/2022 12:05,6/17/2022 10:02
3770,310909320,messed up seed file hosts.n12010-1 on poller rlpv12010,User,SMARTS/GFP_CPE,6/16/2022 12:18,6/16/2022 13:06
3771,310910348,AOTS ticket number 307130474 created with wrong functional area.,User,Unified Desktop (UD),6/16/2022 13:02,6/21/2022 9:18
3772,310912802,Standby support for Kyndryl migration ,User,Cisco ISE,6/16/2022 14:48,6/21/2022 10:33
3773,310915273,WPP customer: remove BOS2489PSW01 C9200-48P from Voyence SN JAE251502SL ,User,INCM (Voyence),6/16/2022 16:08,6/17/2022 13:58
3774,310915568,Observing Slowness.,User,"ServiceNow Day 2 Support - ATTU (Automated TTU, OneButton)",6/16/2022 16:17,6/16/2022 22:48
3775,310916441,No Core ID and no option to request one ,User,"GTAC - Account issues, password change",6/16/2022 16:46,6/20/2022 17:02
3776,310917198,GTAC Audit Report for Altria account showing; Minimum password life time 1 day.,User,GTAC,6/16/2022 17:08,6/16/2022 20:09
3777,310917536,ISE WK | Create ISE License Report ,User,Cisco ISE,6/16/2022 17:19,6/16/2022 21:37
3778,310919277,Please implement this change on 6/21 anytime between 8am - 12pm EST,User,CISCO ISE - Network Device Update/Add/Delete,6/16/2022 18:15,7/5/2022 15:05
3779,310920351,Associated tickets fields are not getting updated ,User,Unified Desktop (UD),6/16/2022 18:49,6/25/2022 0:44
3780,310920819,POTS TN not validating. (772-388-1856) ,User,Express Ticketing,6/16/2022 19:02,6/16/2022 20:59
3782,310925912,TACAS will not activate,User,ADDTAC - Problem Management (ADDTAC Problem) ,6/16/2022 21:36,6/28/2022 15:53
3783,310926929,TACACS is failing on IP Flex sites.  ,User,"GTAC - Account issues, password change",6/16/2022 22:06,6/16/2022 22:51
3784,310928533,MY ACCOUNT SHOWED AS TERMINATED ,User,GTAC - Other,6/16/2022 22:53,6/21/2022 18:16
3786,310935629,GTAC key for US Region ,User,GTAC - Other,6/17/2022 4:36,9/21/2022 16:08
3789,310942387,Customer has stated: Login prompts are working but Kevin cant get his TACACS access working.  His password for Watertown works but doesnt work for Ashburn  so this needs to be reviewed.  This would allow us access via the MPLS network in case we impact t,User,GTAC - Logs and GTLV Viewer,6/17/2022 9:35,7/5/2022 14:17
3791,310944125,How To Get Info About This Mobility Team In IE Cube,User,BRAIN Web Site,6/17/2022 10:54,6/17/2022 18:31
3792,310946607,Requesting Alarm Suppression for State Farm Insurance starting at 7pm on Friday (6/17)and ending at 6am on Monday (6/20).,User,SMARTS/GFP_CPE,6/17/2022 12:47,6/20/2022 15:01
3793,310949122,Config re-sync request ,User,INCM (Voyence),6/17/2022 14:27,6/17/2022 16:24
3795,310950342,FLUOR asset config stopped being backed up on pollers ,User,iGEMS CoE,6/17/2022 15:08,6/17/2022 15:56
3796,310952294,Email not being added to the case,User,Unified Desktop (UD),6/17/2022 16:01,7/4/2022 9:51
3800,310955245,Please create and add the below Cisco WLC to the ISE Servers  ,User,CISCO ISE - Network Device Update/Add/Delete,6/17/2022 17:33,6/21/2022 18:16
3801,310955253,Please create and add the below Cisco WLC to the ISE Servers for IBMInternet SSID ,User,CISCO ISE - Network Device Update/Add/Delete,6/17/2022 17:35,6/21/2022 18:15
3802,310955277,Primary router not polling (DOJ),User,SMARTS/GFP_CPE,6/17/2022 17:35,6/24/2022 0:57
3803,310957115,Enable secret password missing in device config ,User,"GTAC - Account issues, password change",6/17/2022 18:33,6/17/2022 19:59
3804,310958845,Provide DOMS data feed to SNOWFLAKE team,User,Service Assurance Data & Analytics,6/17/2022 19:26,9/8/2022 21:30
3805,310960834,Unable to access Pollers using GTAC ,User,GTAC - Other,6/17/2022 20:25,6/22/2022 14:44
3807,310961664,GTAC pin passcode failed for Device login ,User,"GTAC - Account issues, password change",6/17/2022 20:50,6/22/2022 15:20
3808,310962818,"Receiving Not authorized and to select service line ""OUT ",User,ACTION Web,6/17/2022 21:24,6/17/2022 22:02
3809,310964194,BizOps_Air: Need help with GPSSOW iCORE data,User,"Customer Advocacy, SI&NS and Cybersecurity Data & Analytics",6/17/2022 22:08,6/20/2022 20:45
3810,310965346,SMARTS ALERTS/TICKETING ,User,SMARTS/GFP_CPE,6/17/2022 22:52,6/17/2022 23:52
3811,310977771,Need to add controller to ISE server xxxxxxx 0io-wc-c2 - Controller Details ,User,Cisco ISE - Other,6/18/2022 10:51,6/18/2022 11:50
3812,310982317,Unable to create tickets in UD,User,Unified Desktop (UD),6/18/2022 17:18,6/18/2022 18:14
3813,310985026,"Altria Account, I need evidence that no previous passwords are used, Password warning is enabled and password lockout.",User,GTAC - Audit or GTAC report data,6/18/2022 20:43,6/23/2022 16:44
3814,310997682,AOTS ticketing is delayed:  4  hr  35  min  FM6  alpovo23,User,SMARTS/GFP_CPE,6/19/2022 13:59,6/19/2022 17:50
3815,310999797,Unable to change password.  ,User,"GTAC - Account issues, password change",6/19/2022 17:16,6/19/2022 20:45
3816,311007005,I cannot save logs in my assigned tickets in Unified desktop ,User,Unified Desktop (UD),6/20/2022 4:45,6/20/2022 11:23
3817,311012281,"Password reset, unless the account is locked and simply needs unlocking ",User,"GTAC - Account issues, password change",6/20/2022 11:06,6/20/2022 12:15
3818,311013715,Device not being auto discovered,User,VitalNet Problems or Errors,6/20/2022 13:04,7/7/2022 14:57
3820,311013780,tacacs logs -6month for security audit,User,GTAC,6/20/2022 13:08,6/27/2022 14:46
3821,311014101,GTAC locked and unable to change password,User,"GTAC - Account issues, password change",6/20/2022 13:26,6/21/2022 9:03
3822,311015418,Circuit has been installed however order is not reflecting the update. ,User,Integrated Experience Platform (IXP),6/20/2022 14:34,7/12/2022 17:54
3823,311016034,ACTION Web will not show me router information ,User,ACTION Web,6/20/2022 14:57,6/20/2022 16:49
3824,311017255,The minimize button on the add new log box is gone ,User,Unified Desktop (UD),6/20/2022 15:40,6/20/2022 17:00
3826,311019194,Access not getting approved ,User,iGEMS-NG (NextGEMS),6/20/2022 16:40,6/24/2022 12:53
3827,311021200,Need inventory of devices with Syslog server as xxxxxxx and xxxxxxx,User,ACS Syslog Parser,6/20/2022 17:36,6/23/2022 11:01
3828,311022155,One Button Router Test fails in ATTU.,User,"ServiceNow Day 2 Support - ATTU (Automated TTU, OneButton)",6/20/2022 18:01,6/20/2022 23:03
3829,311024267,Device with wrong Hostname in Voyance ,User,INCM (Voyence) - Other,6/20/2022 19:03,6/29/2022 0:17
3830,311024892,Support on GTAC AAA connectivity ,User,GTAC - Other,6/20/2022 19:21,8/15/2022 22:42
3831,311025838,Enable AutoFix/AutoOpen for ITONS-CODK-ROUTER-ALARMS & ENO-SE-OPNVW,User,SMARTS/GFP_CPE,6/20/2022 19:50,6/28/2022 14:47
3832,311025903,Identify GTAC access for VRIO employees ,User,GTAC,6/20/2022 19:52,6/24/2022 2:17
3833,311027389,LAN Down NO SMARTS ALERTS/Ticket ,User,SMARTS/GFP_CPE,6/20/2022 20:43,6/22/2022 0:31
3834,311032475,Fluor Syslog Server Add ,User,Cisco ISE - Other,6/20/2022 23:56,6/21/2022 1:58
3835,311038872,Add the missing device,User,INCM (Voyence),6/21/2022 6:28,7/7/2022 10:00
3836,311040814,Add the devices on VitalNet,User,VitalNet Problems or Errors,6/21/2022 7:57,7/5/2022 3:44
3837,311041088,Add the device on NCM Voyence,User,INCM (Voyence),6/21/2022 8:03,7/7/2022 10:01
3839,311042443,Retrieval of provider edge router details failed with error: ERROR: File does not exist: Status read failed: Connection reset by peer at /opt/app/idevperl/lib/site_perl/5.28.0/Net/HTTP/Methods.pm line 282. at /opt/includes/per_test.pm line 2102. 06/21,User,Unified Desktop (UD),6/21/2022 8:55,6/29/2022 6:01
3840,311044259,Report Request ,User,GTAC - Other,6/21/2022 10:44,6/24/2022 9:36
3841,311044720,"Need ""read only"" access for two Kyndryl users in Finland",User,GTAC,6/21/2022 11:13,7/8/2022 3:28
3842,311044807,Kyndyl vManage GUI is unresponsive on 2 out of 3 vManage cluster membersHostname : AMUS-ATDU-VMNG-M01-KYN,User,GESS SDWAN Support - vManage (IBM & Kyndryl),6/21/2022 11:19,8/23/2022 12:01
3843,311046334,auto ticket alerted approximtely 2 hours the event ,User,SMARTS/GFP_CPE,6/21/2022 13:13,6/27/2022 11:24
3844,311047396,Manual Remove from Power BI ,User,Global Delivery Data & Analytics,6/21/2022 14:08,6/21/2022 22:16
3846,311054972,Ticket to raise with GTAC team where RSA auth happens ,User,GTAC - Other,6/21/2022 18:15,6/21/2022 22:43
3847,311055958,Our team is unable to login to FMC xxxxxxx / xxxxxxx ,User,"GTAC - Account issues, password change",6/21/2022 18:46,6/27/2022 22:34
3848,311056769,Attn: Mohan - Need two ADVF DDVL tables updated in FFLOW,User,Global Delivery Data & Analytics,6/21/2022 19:11,6/24/2022 14:32
3849,311057096,Network Error: Connection Refused on ITServices.sbc.com ,User,"GTAC - Account issues, password change",6/21/2022 19:20,7/1/2022 22:44
3850,311057167,ATTN: Tom JohnsonPowerBi Report Update,User,Global Delivery Data & Analytics,6/21/2022 19:23,7/12/2022 16:39
3852,311059403,Unable to open a ticket ,User,Express Ticketing,6/21/2022 20:41,6/21/2022 23:19
3853,311062282,Need to change the UCPe name for Firewall on the pooler ,User,GESS SDWAN Support - Other,6/21/2022 22:18,6/28/2022 14:46
3855,311073358,No proactive ticket generated ,User,SMARTS/GFP_CPE,6/22/2022 8:00,7/5/2022 9:46
3856,311074645,Bluegroup mapping configuration update request (add/delete),User,IBM BSO RADIUS,6/22/2022 9:12,6/29/2022 15:13
3857,311076908,AOTS ticket 000000307752490 went to Black Hole queue,User,SMARTS/GFP_CPE,6/22/2022 11:19,6/22/2022 14:46
3859,311081474,IDs requested but not Added in GTAC DOMAIN yet.,User,"GTAC - Account issues, password change",6/22/2022 15:09,6/22/2022 18:11
3860,311081921,KSEP Migration - H8F - Radius change for wifi ,User,CISCO ISE - Network Device Update/Add/Delete,6/22/2022 15:23,6/22/2022 21:47
