Ticket,Problem_Abstract,,
313287446,"Unable to login to GPS

",,
313287611,"Some users are getting Web Seal error when trying to access UD and BMP2 tickets

",,
313288502,"Multiple Service Assurance users unable to access Service Now. Not sure if issue is the paltform, VPN or Global Logon",,
313289551,"To remove the date and time auto populated in the field ""Date sent to Billing"" in Recurring charge for 3 line items mentioned in the details

",,
313289619,Please remove the 21 orders on attached file from WIP,,
313290444,The management chain is outdated in Power Bi report called 'GPS source - Derek Pang - MRS data qube.,,
313293120,Report refresh issue - utf8mb3 is not supported anymore for one of data source,,
313293225,Please implement this request on 9/16 anytime between 8am -12pm EST,,
313293295,"GTA SR 7990502 / OL 8000189 task Receipt assets into GPS remained open on cancelled OL. Please close / N/A open Receipt asset task in WFM for OL 8000189. thank you

",,
313293283,"Unable to login to devices that I support

",,
313294118,pr_rome: Create MDS_SAART_Segment,,
313294451,"Unable to download GPS

",,
313293890,"Confirmation V220900456 - WNBA in Las Vegas, NV- Michelob Ultra Arena 9.12",,
313294343,"ESPN 9/17/22 CFB Bookings Pegads GA vs SCAR, Miss St vs LSU, MIA vs TX AM",,
313298464,"In Amgen SR 8110153, in  Services service request line: Actual completion Date need to be changed . Kindly reopen the SR so that i can modify it, Attached screenshot for your reference

",,
313298566,Switch SYCUSCAEOC01L2S001 Down no Ticket,,
313299419,"Please add nologin shell commands for MCAP mechids m79942 and m99532 to identified servers
bhxnm407
franm407
bhxnm412
franm412

",,
313299491,Seattle Sounders Lumen Field to KCPQ 9/27/22,,
313299604,"SE unable to complete the TTU task in GPS

",,
313303204,"Remove GTAC domains

",,
313307210,"Need to identify GTAC Access 

",,
313309255,Getting errors when opening BMP in UD ,,
313309318,"Need to update the correct Quantity as 1

",,
313310395,Please implement this request on 9/16 anytime between 8am - 12pm EST,,
313311257,Vitalnet is down,,
313311353,"Today i am seeing i can access tickets only on read only basis, not sure why suddenly functional areas lost.",,
313311643,No proactive tickets opened,,
313312120,"My mech id is not populated under the GTAC profile

",,
313315259,PCI =  22876...Sep 19 2022  8:00PM (PT) - Sep 20 2022  6:00AM (PT),,
313315266,PCI =  22890...Sep 20 2022  8:00PM (CT) - Sep 21 2022  6:00AM (CT),,
313315717,BFEC 560945,,
313316345,"Need to update details in CR#5085701_SR#8093787

",,
313316624,ESPN/WNBA FINALS CITY 2  9/13/22 5AM - 9/16/22 2AM,,
313316632,ESPN/WNBA FINALS CITY 2 9/14/22 5AM - 9/16/22 2AM,,
313318961,FEDGOV / US Support Required -- discover pending fails on rlpv13304_pn13304-2_AM ,,
313320453,Request to remove mechid Edgeview_tool,,
313320676,"Reopen SR line 8124678-2

",,
313320846,"Adding Warehouse Loc G-IBM-89-KYNDYL for OUTSOURCING account type under CUSTOMER PROVIDED 09132022.xls

",,
313321044,"New access request - Need access to support Several FED GOV customers (US Senate, US House of Representatives, Library of COngress and US DOT

",,
313321960,L6YX922977 BMP 291301245  wms 291304364,,
313323677,DTV 4K USA Ntwk EPL Wolverhampton vs Manchester City (Round 8),,
313324356,"BD ID ibmcokyjd cant access CRWEB tool returning error

",,
313324679,I need someone to participate in a change call for the Americas bulk migration to Bluepop ISE.  ,,
313325168,I need someone assigned to participate in a change call for India Bulk Migration to Blue ISE BluePop. ,,
313325961,WARNERMEDIA - ASI LOOP TESTING 9/15/22 1300 - 1400,,
313325966,WARNERMEDIA - ASI LOOP TESTING 9/15/22 1300 - 1400,,
313326167,"we are migrating the IBM site slm to Kyndryl

",,
313325971,WARNERMEDIA ASI LOOP TESTING - 9/15/22 1300  - 1400,,
313326389,ESPN/WNBA FINALS CITY 2 - 9/14/22 1300 - 9/16/00 0100,,
313325383,TO:SPOT ORDERS:NEED ONE SWCNT24X2 FOR DVC.CALL JPL  FOR ANY QUESTIONS @ 914-645-9242.,,
313326399,ESPN WNBA FINALS CITY 2 - 9/14/22 1300 - 9/16/22 1AM,,
313325388,TO:SPOT ORDERS:NEED ONE SWCNT24X2 FOR DVC . CALL JPL  FOR ANY QUESTIONS @ 914-645-9242 .,,
313326652,ESPN/WNBA FINALS CITY 2 - 9/14/22 1300  - 9/16/22 1AM,,
313327181,"Need a list of users in a group

",,
313328940,"STTNOIRIGT03R is not responding to Vitalnet

",,
313330497,"Asset Records updates on spread sheet 09/13/2022

",,
313333823,Reference V220900574,,
313333825,Reference V220900577,,
313334624,Reference V220900582,,
313334628,Reference V220900586,,
313342465,"Ebonding is not working. DXCMNGSVCS/EM-CNMC/EM-CNMC-HMC; Org Group # SD_DXCA, ML_DXCA. client Campbells Soup",,
313343760,Need someone assigned to for 2nd POC for Americas migration to IBM Blue ISE Bluepop.,,
313343796,SNOW Stages are not progressing ,,
313343707,"UNIVISION LEAGUES CUP - CINCINNATI VS CHIVAS 2-XMITS,1 RTN,1 MIS Data",,
313344246,Need Code update and SSL Cert for New SIG SDE06874,,
313344514,"SACT Violation for incorrect file permission on the following servers

",,
313345112,"State of Michigan data not coming up when selecting previous days activity

",,
313345500,ESPN - WNBA FINALS CITY 2 - 9/14/22 1300 - 9/16/22 1AM,,
313345509,ESPN/WNBA FINALS CITY 2 - 9/14/22 1300 - 9/16/22 1AM,,
313345761,Today Orders,,
313345515,ESPN/WNBA FINAL CITY 2 - 9/14/22 1300 - 9/16/22 1AM,,
313346566,"Please reopen SR 8134647

",,
313346340,ESPN/WNBA FINALS CITY 2 - 9/14/22 1300 - 9/16/22 1AM,,
313346355,ESPN/WNBA FINALS CITY 2 - 9/14/22 1300 - 9/16/22 1AM,,
313347402,ESPN/WNBA FINALS CITY 2  - 9/14/22 1300 - 9/16/22 1AM,,
313348755,"Domain Group access revoked by jo4947 AOTS 298613091 

",,
313348972,MLS Game 225 SJ/LA 9/24,,
313348481,L6YX800119  BMP 291401249,,
313348961,"Comerica Bank - 3rd Quarter Password Changes for September 11th, 2022",,
313349602,L6YX793097  BMP 291401299,,
313353188,BFEC 554934 BMP TT # 291401647,,
313354226,Warner Media Sportsnet Southwest HOU @ DET 9/14/22,,
313354850,"User reporting not able to access devices on vnten04

",,
313355481,Flexware Pro US-Restricted GTAC Domain Setup,,
313355840,"Asset Records updates on spread sheet 09/14/2022

",,
313355691,PSSI GLOBAL CONTENDER SERIES - PATH B - ESPN,,
313356420,"Date sent to billing is auto populated, Please correct it.

Recurring Charge;
2273990
2342117
2667821
2779546

",,
313357086,NHRA Truck Maple Grove,,
313357587,Impacted PVC field in UD is not working,,
313358540,"Date Sent to Billing is automatically populating this date 09/13/2022 for all MRC ID's in recurring charges tab

",,
313360236,ESPN Mohegan Sun V220900471,,
313367214,L6YX 966463 DOWN.,,
313367217,"L6YX964012: ASBNVAMDX01S_S48X6C P73/S49 100GbE WASHDCMDX03S_32C 

   P131/S3",,
313371258,BFEC 560948  BMP  tkt# 291501003,,
313372611,PCI =  14606...Sep 16 2022  2:00AM (ET) - Sep 16 2022  6:00AM (ET),,
313373215,PCI =  14626...Sep 16 2022  3:00AM (ET) - Sep 16 2022  5:00AM (ET),,
313373023,"Allegiant Stadium Event Scheduled for 9/16. Adding card in slot 3 
",,
313373030,ESPN/WNBA FINAL CITY 2 - 9/14/22 1300 - 9/16/22 1AM,,
313373032,ESPN/WNBA FINAL CITY 2 - 9/14/22 1300 - 9/16/22 1AM,,
313373035,ESPN/WNBA FINAL CITY 2 - 9/14/22 1300 - 9/16/22 1AM,,
313374123,"2 OLs need to be cancelled in GPS, incorrectly created

",,
313373041,ESPN/WNBA FINAL CITYS = 9/14/22 1300 - 9/16/22 1AM,,
313374392,"Order Missing

",,
313373043,NASCAR - ATT NASCAR TEXAS - 9/21/22 6AM - 9/27/22 2AM,,
313374700,NASCAR - NBC NASCAR TEXAS - 9/21/22 6AM - 9/27/22 2AM,,
313374702,NASCAR - NBC NASCAR TEXAS - 9/21/22 6AM - 9/27/22 2AM,,
313374705,NASCAR - NBC NASCAR TEXAS - 9/21/22 6AM - 9/27/22 2AM,,
313374713,NASCAR - NBC NASCAR TEXAS - 9/21/22 6AM - 9/27/22 2AM,,
313375546,NASCAR - NBC NASCAR TEXAS 9/21/22 6AM - 9/27/22 2AM,,
313375780,Remove GTAC Automation tool ID:  shell_tool,,
313375793,"Asset in incorrect status

",,
313375552,NASCAR - NBC NASCR TEXAS - 9/21/22 6AM - 9/27/22 2AM,,
313375561,NASCAR  -NBC NASCAR TEXAS - 9/21/22 6AM - 9/27/22 2AM,,
313376630,"Please remove all references of IDs in scope are:  m77291 , m60462 and m82728 from GTAC system",,
313377307,"Error states Rejected by Application. Login ID is already in use by the application 

",,
313377832,"Reopen the SR

",,
313377838,"ID Domain Group Change

",,
313379457,Today Orders,,
313380683,BFEC 548625,,
313381980,bfec 607078,,
313381982,T-Mobile Park - Vid 1 In,,
313383875,"SSH works fine using only DR poller rlpv12021, but not from Poller: rlpv12009 for the device L3M-VO-MTP01-KYN

",,
313384969,Diamond Sports Group V220800134,,
313389573,"Asset Records updates on spread sheet 09/15/2022

",,
313396473,": To remove the date and time auto populated in the field ""Date sent to Billing"" in Recurring charge for the below 1 line items :
Please remove the automatically populated date '2022-09-16Z' in the field ""Date sent to Billing"" in Recurring charge ""983919""",,
313397940,"Hi Team, for the following Domains I require details of the Domain Group configuration showing what is used for ID authentication(2FA), for example information showing if the Domain is authenticated using tokens or passwords. This information is required ",,
313398481,"GTAC access

",,
313400901,"To remove the date and time auto populated in the field ""Date sent to Billing"" in Recurring charge for the below 1 line items :
Please remove the automatically populated date '2022-09-16Z' in the field ""Date sent to Billing"" in Recurring charge ""983917""

",,
313401255,"Change of access

",,
313400017,CBS V229900518 Change customer from CBS Sportsnet to CBS,,
313401667,"ctdi_input

",,
313401709,Requesting Alarm Suppression for State Farm Insurance starting at 7pm CDT on Friday (9/16)and ending at 6am CDT on Monday (9/19),,
313401843,"OL# 8124143 must be cancelled in GPS

",,
313403423,"Please close 'Receive Initial OL Status- 7970855' task

",,
313405043,Please provide a screenshot of Bluesky commercial account Target domain 2FA indicator,,
313405204,"Please provide snapshot of GTAC Bluesky Commerical  New York Transit F5 domain to show 2FA enabled.

",,
313407732,ESPN CFB: INDEPENDENT: CAL VS NOTRE DAME (PEGADVNBC V220900508),,
313407866,"To remove the date and time auto populated in the field ""Date sent to Billing"" in Recurring charge for the below 1 line items :
Please remove the automatically populated date '2022-09-16Z' in the field ""Date sent to Billing"" in Recurring charge ""983912""

",,
313407894,"TQI was unable to update ticket with auto rules

",,
313408092,"Dear Team, Ca you please close system task - Receive Initial IC Transfer Status  7929740 in WFM project GPS,  for  SR7929739, OL7929740

",,
313409449,We can't close tickets on UD we have error,,
313410568,"Move Kyndryl Pollers to CIMNGDSVCS functional area on fmclient tables, remove current overrides, put new overrides in place.  Contact eh8151 when performing this change.",,
313409427,Diamond Sports-Sinclair V220900700 change source to Globe Life Field,,
313411093,Correct V220900699 & V220900700 customer to Diamond Sports Group - Sinclait,,
313412963,V220900633 C4-NYJ_Cle Test,,
313412979,V220900568 CFB Big Ten _ Colorado vs Mi,,
313414113,V211200492 SEC LSU VIDEO 1,,
313419447,Issues with UD (Unified Desktop)tool,,
313426307,V220900686,,
313426313,Notre Dame Studio,,
313428257,SPOF,,
313429713,V220900584 Game 445 SJ_DAL,,
313434135,Today Orderds,,
313434136,SPOF,,
313439990,"IBM Cisco ISE wlc register

",,
313446184,ASAIBD0057: SSL Cert will expire on 2022-09-01 23:59:59,,
313446190,ASAIBD0055: SSL Cert will expire on 2022-09-21 13:59:34,,
313446058,ST FARM ARENA TEMPR ALARM SWCNT2<EXPR# AV000602>,,
313450631,"REACTIVATE GTAC8 ID For user JM578A

",,
313451147,L6YX 969485 FAILED.  BMP 291900799,,
313454480,Query on Tacacs Server Secret Key Configuration,,
313454937,Orders are failing to come up due to unspecified error,,
313458092,"Remove  - Non-Standard MECH IDs for Automation in GTAC System  --- cncibm

",,
313459817,DTV 4K HDR MLBN Boston Red Sox @ New York Yankees 2-Videos & 2-Datas,,
313462018,Diamond Sports Sinclair Detroit Cloud Control Detroit Tigers@White Soc entire series,,
313465713,DTV Project P220900082 4K Red Sox @ Yankees Request to cancel  4 orders,,
313476486,Action Outage | C2W | unable to find device details in Action . Action details and Device tab failed to load details.,,
313477328,The whole CSES/tech M team is unable to use ACAT,,
313478069,MS Team is not working properly ,,
313479538,Vista WorldLink # 94220 FAILED disco/reconn fixed it,,
313479544,ESPN SEC ALABAMA 3 FEEDS FAILED,,
313482656,"ACTION does not work (UD ACTION Tab; search at pollers, search at ACTION V3 page; no results)",,
313483479,Unable to generate reports,,
313484272,Netbrain webpage doesn't load,,
313484377,DLLS03S-4 / LSAN03S-1 DOWN,,
313487381,Cisco ACS Key Mapping. ,,
313487395,"IGA Americas ISE Device Add

",,
313486961,BFEC 579001,,
313487471,DLLS01S-2 / PHNX01S-1 DOWN,,
313488820,PHLA01P-21 / SUBARU PARK-11 DOWN,,
313489389,Remove Non-Standard MECH IDs for Automation in GTAC System - owner -> PAMELA OSWALD,,
313489547,"Eli Lilly - ACTION DOWN for ELI LILLY and other customers.

",,
313490051,Unable to search any customer,,
313490145,PSSI GLOBAL UFC PPV280 EBU MUX 10/22/22,,
313492474,"Hi Team,
 for the following Domains I require details of the Domain Group configuration showing what is used for ID authentication(2FA), for example information showing if the Domain is authenticated using tokens or passwords. This information is required",,
313495085,NHK - 10/5/22 9AM - 2000,,
313495089,NHK 10/5 /22 9AM - 2000,,
313495090,NHK - 10/5/22 9AM - 2000,,
313495091,NHK - 10/5/22 9AM - 2000,,
313495092,NHK - 10/5/22 9AM - 2000,,
313495093,VISTA - COLUMBIA vs ROCHESTER 9/24/22 1330 - 1830,,
313495097,VISTA - COLUMBIA vs ROCHESTER 9/24/22 1330 - 1830,,
313495098,VISTA - COLUMBIA vs ROCHESTER 9/24/22 1330 - 1830,,
313495101,VISTA - COLUMBIA vs ROCHESTER 9/24/22 1330 - 1830,,
313495102,VISTA - TORONTO vs ROCHESTER 9/24/22 1730 - 2230,,
313495103,VISTA - TORONTO vs ROCHESTER 9/24/22 1730 - 2230,,
313495104,VISTA - TORONTO vs ROCHESTER 9/24/22 1730 - 2230,,
313495105,VISTA - TORONTO vs ROCHESTER 9/24/22 1730 - 2230,,
313496692,THE VOICE SEASON 2022 - 11/8/22 7AM - 12/24/22 2330,,
313496695,PEGAD via V220900581# 95124  9/17/22 2045 - 9/18/22 0145,,
313497285,M&T BANK STADIUM TO TRACK  VIDEO1- IN<WILLIAM WOOD/ABFS: 9/21-22>,,
313499746,"Add new wireless controller hj9-wc-c2 to the Blue Radius servers and create ACS keys

",,
313499876,"Add new controller hj9-wc-c2 xxxxxxx to the IIW ISE Radius servers and provide radius keys

",,
313502033,Add new controller hj9-wc-c2 to the Blue Radius servers and create ACS keys,,
313507473,"Add the eWC controller to Cisco ISE servers

",,
313508590,The request for 1 addition and 3  deletion of IBM JP BSO Bluegroups,,
313509550,g9z-wc-c1 : xxxxxxx,,
313510033,tacacs id,,
313512464,DAILY ORDERS T/U  - 31 -,,
313512465,BLMO ALRMS - TOUR'S START,,
313512466,BLMO ALRMS - TOUR'S END,,
313512468,Warner #95838 SPOF rerouted to clear,,
313512469,Warner #95769 SPOF rerouted to clear,,
313512474,VISTA WORLDLINK 95731  SPOF could not fix,,
313512479,CBS 95810 SPOF RR TO CLEAR,,
313512480,CBS 95808 SPOF RR TO CLEAR,,
313512481,ESPN SEAPORT 24287  VMC monitor,,
313512482,DIRECTV 6205  VMC monitor,,
313513278,ATT CHAIRMAN 25839  VMC monitor,,
313513279,ESPN SEC S.C.  31809  VMC monitor,,
313513281,CNN 45537  VMC monitor,,
313513461,"Cannot verify/import routes into PAL. Error  	Error trying to open request to connection proxy 

",,
313513282,CNN 45539  VMC monitor,,
313514321,"Please create and add the below Cisco WLC to the ISE Servers as mentioned below. This is an existing site and we are replacing the hardware with new hostname

",,
313516018,BFEC 560621,,
313516675,"While trying to access devices from poller getting no RSA Token prompt

",,
313516033,BFEC 579001,,
313517071,GTAC not working - MASTER TICKET,,
313517111,"We cannot auth to any of our devices in DOJ or Commercial 

",,
313517327,"gtac logging to devices is not working

",,
313517409,"GTAC authentication errors to xxxxxxx

",,
313517440,"GTAC is not working all of a sudden , my team support 3 different customers for all 3 we are seeing same issue, please check and fix ASAP.

",,
313517462,"All devices in Warner Brothers Discovery having issue with gtac(tacacs)

",,
313517612,"IBM AIA Devices Unable Authenticate with RSA Server xxxxxxx and xxxxxxx

",,
313517619,"GTAC issue not able to access any devices

",,
313517820,"No ATT personell on Altria can GTAC authenticate

",,
313518044,"Locked out of one of my Accesses - COWAN or CentralOffice or CentralOffice - SpecRad

",,
313518090,"GTAC doesn't work throughout whole WPP network - severity 1 incident.

",,
313518091,"Unable to login into Ameriprise devices

",,
313518172,"Unable to authenticate to TSI network devices managed by GTAC

",,
313518194,"Can't login to any Sysco (customer) switches/devices via GTAC user id ""ym205u"" and Soft Token.

",,
313518623,"Unable to logon to devices via tacacs, both person account and mech id are failing

",,
313518974,"Cannot access any managed devices

",,
313520646,"Need Blue Group Information for Firewall cza-pf-a-kyn xxxxxxx	",,
